"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Treino 2 e a","9 Out 2025, 19:54","9 Out 2025, 21:50","","Supino (Barra)",,"",5,"normal",105,2,,,
"Treino 2 e a","9 Out 2025, 19:54","9 Out 2025, 21:50","","Levantamento Terra (Barra)",,"",0,"normal",60,5,,,
"Treino 2 e a","9 Out 2025, 19:54","9 Out 2025, 21:50","","Levantamento Terra (Barra)",,"",1,"normal",100,4,,,
"Treino 2 e a","9 Out 2025, 19:54","9 Out 2025, 21:50","","Levantamento Terra (Barra)",,"",2,"normal",140,3,,,
"Treino 2 e a","9 Out 2025, 19:54","9 Out 2025, 21:50","","Levantamento Terra (Barra)",,"",3,"normal",170,1,,,
"Treino 2 e a","9 Out 2025, 19:54","9 Out 2025, 21:50","","Levantamento Terra (Barra)",,"",4,"normal",200,2,,,
"Treino 2 e a","9 Out 2025, 19:54","9 Out 2025, 21:50","","Levantamento Terra (Barra)",,"",5,"normal",200,2,,,
"Treino 2 e a","8 Out 2025, 19:59","8 Out 2025, 22:09","","Supino Inclinado (Halter)",,"",0,"normal",18,20,,,
"Treino 2 e a","8 Out 2025, 19:59","8 Out 2025, 22:09","","Supino Inclinado (Halter)",,"",1,"normal",24,20,,,
"Treino 2 e a","8 Out 2025, 19:59","8 Out 2025, 22:09","","Supino Inclinado (Halter)",,"",2,"normal",24,22,,,
"Treino 2 e a","8 Out 2025, 19:59","8 Out 2025, 22:09","","Supino Inclinado (Halter)",,"",3,"normal",24,16,,,
"Treino 2 e a","8 Out 2025, 19:59","8 Out 2025, 22:09","","Crucifixo Reto (Halter)",,"",0,"normal",16,20,,,
"Treino 2 e a","8 Out 2025, 19:59","8 Out 2025, 22:09","","Crucifixo Reto (Halter)",,"",1,"normal",16,20,,,
"Treino 2 e a","8 Out 2025, 19:59","8 Out 2025, 22:09","","Crucifixo Reto (Halter)",,"",2,"normal",16,20,,,
"Treino 2 e a","8 Out 2025, 19:59","8 Out 2025, 22:09","","Elevação Lateral (Halter)",,"",0,"normal",16,16,,,
"Treino 2 e a","8 Out 2025, 19:59","8 Out 2025, 22:09","","Elevação Lateral (Halter)",,"",1,"normal",16,14,,,
"Treino 2 e a","8 Out 2025, 19:59","8 Out 2025, 22:09","","Elevação Lateral (Halter)",,"",2,"normal",16,14,,,
"Treino 2 e a","8 Out 2025, 19:59","8 Out 2025, 22:09","","Elevação Lateral (Halter)",,"",3,"normal",16,16,,,
"Treino 2 e a","8 Out 2025, 19:59","8 Out 2025, 22:09","","Elevação Lateral (Halter)",,"",4,"normal",16,16,,,
"Treino 2 e a","8 Out 2025, 19:59","8 Out 2025, 22:09","","Tríceps na Polia com Corda",,"",0,"normal",18,20,,,
"Treino 2 e a","8 Out 2025, 19:59","8 Out 2025, 22:09","","Tríceps na Polia com Corda",,"",1,"normal",24,16,,,
"Treino 2 e a","8 Out 2025, 19:59","8 Out 2025, 22:09","","Tríceps na Polia com Corda",,"",2,"normal",24,16,,,
"Treino 2 e a","8 Out 2025, 19:59","8 Out 2025, 22:09","","Tríceps na Polia com Corda",,"",3,"normal",24,16,,,
"Treino 2 e a","8 Out 2025, 19:59","8 Out 2025, 22:09","","Tríceps na Polia com Corda",,"",4,"normal",24,16,,,
"Treino 2 e a","8 Out 2025, 19:59","8 Out 2025, 22:09","","Tríceps na Polia com Corda",,"",5,"normal",24,16,,,
"Treino 2 e a","8 Out 2025, 19:59","8 Out 2025, 22:09","","Escalada",,"",0,"normal",,,,3365,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Levantamento Terra (Barra)",,"",0,"normal",60,10,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Levantamento Terra (Barra)",,"",1,"normal",100,10,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Levantamento Terra (Barra)",,"",2,"normal",140,8,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Levantamento Terra (Barra)",,"",3,"normal",180,4,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Levantamento Terra (Barra)",,"",4,"normal",200,1,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Levantamento Terra (Barra)",,"",5,"normal",220,2,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Levantamento Terra (Barra)",,"",6,"normal",220,2,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Levantamento Terra (Barra)",,"",7,"normal",220,2,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Supino (Barra)",,"",0,"normal",60,6,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Supino (Barra)",,"",1,"normal",80,3,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Supino (Barra)",,"",2,"normal",105,2,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Supino (Barra)",,"",3,"normal",105,2,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Supino (Barra)",,"",4,"normal",105,2,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Supino (Barra)",,"",5,"normal",60,10,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Supino (Barra)",,"",6,"normal",80,6,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Supino (Barra)",,"",7,"normal",100,3,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Supino (Barra)",,"",8,"normal",100,3,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Supino (Barra)",,"",9,"normal",100,3,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Supino (Barra)",,"",10,"normal",100,3,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Supino (Barra)",,"",11,"normal",100,3,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Barra Fixa (Com Peso)",,"",0,"normal",1,13,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Barra Fixa (Com Peso)",,"",1,"normal",1,8,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Barra Fixa (Com Peso)",,"",2,"normal",1,8,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Barra Fixa (Com Peso)",,"",3,"normal",1,8,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Rosca Direta na Barra W",,"",0,"normal",15,20,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Rosca Direta na Barra W",,"",1,"normal",30,12,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Rosca Direta na Barra W",,"",2,"normal",30,12,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Rosca Direta na Barra W",,"",3,"normal",30,10,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Rosca Direta na Barra W",,"",4,"normal",30,11,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Rosca Direta na Barra W",,"",5,"normal",30,12,,,
"Treino 3 e c","7 Out 2025, 14:51","7 Out 2025, 18:01","","Escalada",,"",0,"normal",,,,1201,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Agachamento (Barra)",,"",0,"normal",60,10,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Agachamento (Barra)",,"",1,"normal",100,8,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Agachamento (Barra)",,"",2,"normal",140,2,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Agachamento (Barra)",,"",3,"normal",160,1,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Agachamento (Barra)",,"",4,"normal",180,1,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Agachamento (Barra)",,"",5,"normal",200,1,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Agachamento (Barra)",,"",6,"normal",220,1,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Agachamento (Barra)",,"",7,"normal",227.5,1,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Supino (Barra)",,"",0,"normal",60,10,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Supino (Barra)",,"",1,"normal",80,6,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Supino (Barra)",,"",2,"normal",100,1,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Supino (Barra)",,"",3,"normal",110,1,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Supino (Barra)",,"",4,"normal",115,1,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Supino (Barra)",,"",5,"normal",120,1,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Levantamento Terra (Barra)",,"",0,"normal",60,5,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Levantamento Terra (Barra)",,"",1,"normal",100,4,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Levantamento Terra (Barra)",,"",2,"normal",140,3,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Levantamento Terra (Barra)",,"",3,"normal",180,1,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Levantamento Terra (Barra)",,"",4,"normal",220,1,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Levantamento Terra (Barra)",,"",5,"normal",240,1,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Levantamento Terra (Barra)",,"",6,"normal",260,1,,,
"Sbd de sexta","5 Out 2025, 13:52","5 Out 2025, 17:25","","Levantamento Terra (Barra)",,"",7,"normal",270,1,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Cadeira Flexora (Máquina)",,"",0,"normal",50,20,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Cadeira Flexora (Máquina)",,"",1,"normal",75,16,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Cadeira Flexora (Máquina)",,"",2,"normal",75,20,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Cadeira Flexora (Máquina)",,"",3,"normal",75,12,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Cadeira Flexora (Máquina)",,"",4,"normal",75,12,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Leg Press 45º (Máquina)",,"",0,"normal",160,18,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Leg Press 45º (Máquina)",,"",1,"normal",220,16,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Leg Press 45º (Máquina)",,"",2,"normal",220,20,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Leg Press 45º (Máquina)",,"",3,"normal",220,16,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Elevação Pélvica (Barra)",,"",0,"normal",80,15,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Elevação Pélvica (Barra)",,"",1,"normal",120,16,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Elevação Pélvica (Barra)",,"",2,"normal",120,16,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Elevação Pélvica (Barra)",,"",3,"normal",120,20,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Agachamento Búlgaro",,"",0,"normal",24,12,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Agachamento Búlgaro",,"",1,"normal",24,12,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Agachamento Búlgaro",,"",2,"normal",24,12,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Cadeira Extensora (Máquina)",,"",0,"normal",110,16,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Cadeira Extensora (Máquina)",,"",1,"normal",110,18,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Cadeira Extensora (Máquina)",,"",2,"normal",110,16,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Cadeira Extensora (Máquina)",,"",3,"normal",110,16,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Elevação Unilateral de Panturrilha em Pé (Barra)",,"",0,"normal",60,16,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Elevação Unilateral de Panturrilha em Pé (Barra)",,"",1,"normal",60,18,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Elevação Unilateral de Panturrilha em Pé (Barra)",,"",2,"normal",60,16,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Elevação Unilateral de Panturrilha em Pé (Barra)",,"",3,"normal",60,16,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Elevação Unilateral de Panturrilha em Pé (Barra)",,"",4,"normal",60,16,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Abdominal Na Máquina",,"",0,"normal",36,20,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Abdominal Na Máquina",,"",1,"normal",45,20,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Abdominal Na Máquina",,"",2,"normal",45,20,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Abdominal Na Máquina",,"",3,"normal",45,20,,,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Prancha Abdominal",,"",0,"normal",,,,45,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Prancha Abdominal",,"",1,"normal",,,,52,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Prancha Abdominal",,"",2,"normal",,,,62,
"Treino b, full leg day","2 Out 2025, 19:08","2 Out 2025, 22:01","","Escalada",,"",0,"normal",,,,1822,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Agachamento (Barra)",,"",0,"normal",60,5,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Agachamento (Barra)",,"",1,"normal",100,5,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Agachamento (Barra)",,"",2,"normal",120,3,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Agachamento (Barra)",,"",3,"normal",155,2,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Agachamento (Barra)",,"",4,"normal",155,2,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Supino (Barra)",,"",0,"normal",60,8,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Supino (Barra)",,"",1,"normal",80,5,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Supino (Barra)",,"",2,"normal",105,2,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Supino (Barra)",,"",3,"normal",105,2,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Levantamento Terra (Barra)",,"",0,"normal",60,5,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Levantamento Terra (Barra)",,"",1,"normal",100,4,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Levantamento Terra (Barra)",,"",2,"normal",140,3,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Levantamento Terra (Barra)",,"",3,"normal",170,1,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Levantamento Terra (Barra)",,"",4,"normal",190,2,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Levantamento Terra (Barra)",,"",5,"normal",190,2,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Supino Inclinado (Halter)",,"",0,"normal",18,20,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Supino Inclinado (Halter)",,"",1,"normal",24,16,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Supino Inclinado (Halter)",,"",2,"normal",24,16,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Supino Inclinado (Halter)",,"",3,"normal",24,16,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Crucifixo Reto (Halter)",,"",0,"normal",16,20,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Crucifixo Reto (Halter)",,"",1,"normal",16,18,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Crucifixo Reto (Halter)",,"",2,"normal",16,16,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Elevação Lateral (Halter)",,"",0,"normal",16,12,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Elevação Lateral (Halter)",,"",1,"normal",12,16,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Elevação Lateral (Halter)",,"",2,"normal",12,16,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Tríceps na Polia com Corda",,"",0,"normal",18,20,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Tríceps na Polia com Corda",,"",1,"normal",24,15,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Tríceps na Polia com Corda",,"",2,"normal",24,15,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Tríceps na Polia com Corda",,"",3,"normal",24,15,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Tríceps na Polia com Corda",,"",4,"normal",24,15,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Tríceps na Polia com Corda",,"",5,"normal",24,15,,,
"Treino 2 e a","1 Out 2025, 20:46","1 Out 2025, 23:57","","Escalada",,"",0,"normal",,,,1252,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Barra Fixa (Com Peso)",,"",0,"normal",,13,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Barra Fixa (Com Peso)",,"",1,"normal",,12,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Barra Fixa (Com Peso)",,"",2,"normal",,10,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Barra Fixa (Com Peso)",,"",3,"normal",,10,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Remadas Dobradas (Barra)",,"",0,"normal",50,20,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Remadas Dobradas (Barra)",,"",1,"normal",80,15,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Remadas Dobradas (Barra)",,"",2,"normal",80,15,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Remadas Dobradas (Barra)",,"",3,"normal",80,15,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Remada (Halter)",,"",0,"normal",44,15,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Remada (Halter)",,"",1,"normal",44,15,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Remada (Halter)",,"",2,"normal",44,15,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Remada (Corda) Sentado - Pegas Afastadas",,"",0,"normal",73,20,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Remada (Corda) Sentado - Pegas Afastadas",,"",1,"normal",86,20,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Remada (Corda) Sentado - Pegas Afastadas",,"",2,"normal",86,20,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Elevação Lateral (Halter)",,"",0,"normal",16,16,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Elevação Lateral (Halter)",,"",1,"normal",16,18,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Elevação Lateral (Halter)",,"",2,"normal",16,16,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Elevação Lateral (Halter)",,"",3,"normal",16,16,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Elevação Lateral (Halter)",,"",4,"normal",16,16,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Rosca Direta na Barra W",,"",0,"normal",15,20,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Rosca Direta na Barra W",,"",1,"normal",30,12,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Rosca Direta na Barra W",,"",2,"normal",30,12,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Rosca Direta na Barra W",,"",3,"normal",30,10,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Rosca Direta na Barra W",,"",4,"normal",30,11,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Rosca Direta na Barra W",,"",5,"normal",30,12,,,
"Treino 3 e c","30 Set 2025, 19:55","30 Set 2025, 22:54","","Escalada",,"",0,"normal",,,,2110,
"Treino 3 e c","29 Set 2025, 20:04","29 Set 2025, 22:20","","Levantamento Terra (Barra)",,"",0,"normal",60,10,,,
"Treino 3 e c","29 Set 2025, 20:04","29 Set 2025, 22:20","","Levantamento Terra (Barra)",,"",1,"normal",100,10,,,
"Treino 3 e c","29 Set 2025, 20:04","29 Set 2025, 22:20","","Levantamento Terra (Barra)",,"",2,"normal",140,8,,,
"Treino 3 e c","29 Set 2025, 20:04","29 Set 2025, 22:20","","Levantamento Terra (Barra)",,"",3,"normal",180,4,,,
"Treino 3 e c","29 Set 2025, 20:04","29 Set 2025, 22:20","","Levantamento Terra (Barra)",,"",4,"normal",200,1,,,
"Treino 3 e c","29 Set 2025, 20:04","29 Set 2025, 22:20","","Levantamento Terra (Barra)",,"",5,"normal",220,2,,,
"Treino 3 e c","29 Set 2025, 20:04","29 Set 2025, 22:20","","Levantamento Terra (Barra)",,"",6,"normal",220,2,,,
"Treino 3 e c","29 Set 2025, 20:04","29 Set 2025, 22:20","","Supino (Barra)",,"",0,"normal",60,6,,,
"Treino 3 e c","29 Set 2025, 20:04","29 Set 2025, 22:20","","Supino (Barra)",,"",1,"normal",80,3,,,
"Treino 3 e c","29 Set 2025, 20:04","29 Set 2025, 22:20","","Supino (Barra)",,"",2,"normal",100,5,,,
"Treino 3 e c","29 Set 2025, 20:04","29 Set 2025, 22:20","","Supino (Barra)",,"",3,"normal",100,5,,,
"Treino 3 e c","29 Set 2025, 20:04","29 Set 2025, 22:20","","Supino (Barra)",,"",4,"normal",100,5,,,
"Treino 3 e c","29 Set 2025, 20:04","29 Set 2025, 22:20","","Supino (Barra)",,"",5,"normal",60,10,,,
"Treino 3 e c","29 Set 2025, 20:04","29 Set 2025, 22:20","","Supino (Barra)",,"",6,"normal",80,6,,,
"Treino 3 e c","29 Set 2025, 20:04","29 Set 2025, 22:20","","Supino (Barra)",,"",7,"normal",100,2,,,
"Treino 3 e c","29 Set 2025, 20:04","29 Set 2025, 22:20","","Supino (Barra)",,"",8,"normal",100,2,,,
"Treino 3 e c","29 Set 2025, 20:04","29 Set 2025, 22:20","","Supino (Barra)",,"",9,"normal",100,2,,,
"Treino 3 e c","29 Set 2025, 20:04","29 Set 2025, 22:20","","Supino (Barra)",,"",10,"normal",100,2,,,
"Treino 3 e c","29 Set 2025, 20:04","29 Set 2025, 22:20","","Supino (Barra)",,"",11,"normal",100,2,,,
"Sbd de sexta","27 Set 2025, 13:28","27 Set 2025, 17:27","","Agachamento (Barra)",,"",0,"normal",60,10,,,
"Sbd de sexta","27 Set 2025, 13:28","27 Set 2025, 17:27","","Agachamento (Barra)",,"",1,"normal",100,8,,,
"Sbd de sexta","27 Set 2025, 13:28","27 Set 2025, 17:27","","Agachamento (Barra)",,"",2,"normal",120,5,,,
"Sbd de sexta","27 Set 2025, 13:28","27 Set 2025, 17:27","","Agachamento (Barra)",,"",3,"normal",140,3,,,
"Sbd de sexta","27 Set 2025, 13:28","27 Set 2025, 17:27","","Agachamento (Barra)",,"",4,"normal",160,1,,,
"Sbd de sexta","27 Set 2025, 13:28","27 Set 2025, 17:27","","Agachamento (Barra)",,"",5,"normal",180,1,,,
"Sbd de sexta","27 Set 2025, 13:28","27 Set 2025, 17:27","","Agachamento (Barra)",,"",6,"normal",205,1,,,
"Sbd de sexta","27 Set 2025, 13:28","27 Set 2025, 17:27","","Agachamento (Barra)",,"",7,"normal",212.5,1,,,
"Sbd de sexta","27 Set 2025, 13:28","27 Set 2025, 17:27","","Supino (Barra)",,"",0,"normal",60,10,,,
"Sbd de sexta","27 Set 2025, 13:28","27 Set 2025, 17:27","","Supino (Barra)",,"",1,"normal",80,6,,,
"Sbd de sexta","27 Set 2025, 13:28","27 Set 2025, 17:27","","Supino (Barra)",,"",2,"normal",90,3,,,
"Sbd de sexta","27 Set 2025, 13:28","27 Set 2025, 17:27","","Supino (Barra)",,"",3,"normal",100,1,,,
"Sbd de sexta","27 Set 2025, 13:28","27 Set 2025, 17:27","","Supino (Barra)",,"",4,"normal",110,3,,,
"Sbd de sexta","27 Set 2025, 13:28","27 Set 2025, 17:27","","Supino (Barra)",,"",5,"normal",110,3,,,
